🚀 Supabase Upload Script Started
Processing [1583/3027] photo_3.jpg... ✅ Done.
Processing [1584/3027] photo_1.jpg... ✅ Done.
Processing [1585/3027] photo_2.jpg... ✅ Done.
Processing [1586/3027] photo_3.png... ✅ Done.
Processing [1587/3027] photo_4.jpg... ✅ Done.
Processing [1588/3027] photo_1.jpg... ✅ Done.
Processing [1589/3027] photo_10.jpg... ✅ Done.
Processing [1590/3027] photo_11.jpg... ✅ Done.
Processing [1591/3027] photo_2.jpg... ✅ Done.
Processing [1592/3027] photo_3.jpg... ✅ Done.
Processing [1593/3027] photo_4.jpg... ✅ Done.
Processing [1594/3027] photo_5.JPG... ✅ Done.
Processing [1595/3027] photo_6.JPG... ✅ Done.
Processing [1596/3027] photo_7.JPG... ✅ Done.
Processing [1597/3027] photo_8.JPG... ✅ Done.
Processing [1598/3027] photo_9.JPG... ✅ Done.
Processing [1599/3027] photo_1.PNG... ✅ Done.
Processing [1600/3027] photo_1.jpg... ✅ Done.
Processing [1601/3027] photo_10.jpg... ✅ Done.
Processing [1602/3027] photo_2.jpg... ✅ Done.
Processing [1603/3027] photo_3.jpg... ✅ Done.
Processing [1604/3027] photo_4.jpg... ✅ Done.
Processing [1605/3027] photo_5.jpg... ✅ Done.
Processing [1606/3027] photo_6.jpg... ✅ Done.
Processing [1607/3027] photo_7.jpg... ✅ Done.
Processing [1608/3027] photo_8.jpg... ✅ Done.
Processing [1609/3027] photo_9.jpg... ✅ Done.
Processing [1610/3027] photo_1.jpg... ✅ Done.
Processing [1611/3027] photo_2.jpg... ✅ Done.
Processing [1612/3027] photo_3.jpg... ✅ Done.
Processing [1613/3027] photo_4.jpg... ✅ Done.
Processing [1614/3027] photo_1.jpg... ✅ Done.
Processing [1615/3027] photo_2.jpg... ✅ Done.
Processing [1616/3027] photo_3.jpg... ✅ Done.
Processing [1617/3027] photo_4.jpg... ✅ Done.
Processing [1618/3027] photo_5.jpg... ✅ Done.
Processing [1619/3027] photo_6.jpg... ✅ Done.
Processing [1620/3027] photo_7.jpg... ✅ Done.
Processing [1621/3027] photo_1.PNG... ✅ Done.
Processing [1622/3027] photo_1.PNG... ✅ Done.
Processing [1623/3027] photo_1.jpg... ✅ Done.
Processing [1624/3027] photo_2.jpg... ✅ Done.
Processing [1625/3027] photo_1.jpg... ✅ Done.
Processing [1626/3027] photo_2.jpg... ✅ Done.
Processing [1627/3027] photo_3.jpg... ✅ Done.
Processing [1628/3027] photo_1.jpg... ✅ Done.
Processing [1629/3027] photo_2.jpg... ✅ Done.
Processing [1630/3027] photo_3.jpg... ✅ Done.
Processing [1631/3027] photo_4.jpg... ✅ Done.
Processing [1632/3027] photo_1.jpg... ✅ Done.
Processing [1633/3027] photo_2.jpg... ✅ Done.
Processing [1634/3027] photo_3.jpg... ✅ Done.
Processing [1635/3027] photo_1.jpg... ✅ Done.
Processing [1636/3027] photo_1.jpg... ✅ Done.
Processing [1637/3027] photo_1.jpg... ✅ Done.
Processing [1638/3027] photo_2.jpg... ✅ Done.
Processing [1639/3027] photo_1.PNG... ✅ Done.
Processing [1640/3027] photo_1.jpg... ✅ Done.
Processing [1641/3027] photo_2.jpg... ✅ Done.
Processing [1642/3027] photo_1.jpg... ✅ Done.
Processing [1643/3027] photo_2.jpg... ✅ Done.
Processing [1644/3027] photo_3.jpg... ✅ Done.
Processing [1645/3027] photo_1.JPG... ✅ Done.
Processing [1646/3027] photo_2.jpg... ✅ Done.
Processing [1647/3027] photo_3.jpg... ✅ Done.
Processing [1648/3027] photo_1.jpg... ✅ Done.
Processing [1649/3027] photo_2.jpg... ✅ Done.
Processing [1650/3027] photo_3.jpg... ✅ Done.
Processing [1651/3027] photo_1.jpg... ✅ Done.
Processing [1652/3027] photo_1.PNG... ✅ Done.
Processing [1653/3027] photo_1.jpg... ✅ Done.
Processing [1654/3027] photo_2.jpg... ✅ Done.
Processing [1655/3027] photo_3.jpg... ✅ Done.
Processing [1656/3027] photo_1.jpg... ✅ Done.
Processing [1657/3027] photo_2.jpg... ✅ Done.
Processing [1658/3027] photo_3.jpg... ✅ Done.
Processing [1659/3027] photo_1.jpeg... ✅ Done.
Processing [1660/3027] photo_2.jpeg... ✅ Done.
Processing [1661/3027] photo_3.jpg... ✅ Done.
Processing [1662/3027] photo_4.jpg... ✅ Done.
Processing [1663/3027] photo_5.jpg... ✅ Done.
Processing [1664/3027] photo_6.jpeg... ✅ Done.
Processing [1665/3027] photo_7.jpg... ✅ Done.
Processing [1666/3027] photo_8.jpg... ✅ Done.
Processing [1667/3027] photo_9.jpeg... ✅ Done.
Processing [1668/3027] photo_1.jpg... ✅ Done.
Processing [1669/3027] photo_2.jpg... ✅ Done.
Processing [1670/3027] photo_1.jpg... ✅ Done.
Processing [1671/3027] photo_2.jpg... ✅ Done.
Processing [1672/3027] photo_3.jpg... ✅ Done.
Processing [1673/3027] photo_4.jpg... ✅ Done.
Processing [1674/3027] photo_1.PNG... ✅ Done.
Processing [1675/3027] photo_1.PNG... ✅ Done.
Processing [1676/3027] photo_1.JPG... ✅ Done.
Processing [1677/3027] photo_2.JPG... ✅ Done.
Processing [1678/3027] photo_3.JPG... ✅ Done.
Processing [1679/3027] photo_1.JPG... ✅ Done.
Processing [1680/3027] photo_1.PNG... ✅ Done.
Processing [1681/3027] photo_1.PNG... ✅ Done.
Processing [1682/3027] photo_1.PNG... ✅ Done.
Processing [1683/3027] photo_1.png... ✅ Done.
Processing [1684/3027] photo_2.png... ✅ Done.
Processing [1685/3027] photo_3.png... ✅ Done.
Processing [1686/3027] photo_1.jpg... ✅ Done.
Processing [1687/3027] photo_2.jpg... ✅ Done.
Processing [1688/3027] photo_3.jpg... ✅ Done.
Processing [1689/3027] photo_4.jpg... ✅ Done.
Processing [1690/3027] photo_5.jpg... ✅ Done.
Processing [1691/3027] photo_1.JPG... ✅ Done.
Processing [1692/3027] photo_10.JPG... ✅ Done.
Processing [1693/3027] photo_2.JPG... ✅ Done.
Processing [1694/3027] photo_3.JPG... ✅ Done.
Processing [1695/3027] photo_4.jpg... ✅ Done.
Processing [1696/3027] photo_5.jpg... ✅ Done.
Processing [1697/3027] photo_6.jpg... ✅ Done.
Processing [1698/3027] photo_7.jpg... ✅ Done.
Processing [1699/3027] photo_8.jpg... ✅ Done.
Processing [1700/3027] photo_9.jpg... ✅ Done.
Processing [1701/3027] photo_1.jpg... ✅ Done.
Processing [1702/3027] photo_10.jpg... ✅ Done.
Processing [1703/3027] photo_2.jpg... ✅ Done.
Processing [1704/3027] photo_3.jpg... ✅ Done.
Processing [1705/3027] photo_4.jpg... ✅ Done.
Processing [1706/3027] photo_5.jpg... ✅ Done.
Processing [1707/3027] photo_6.jpg... ✅ Done.
Processing [1708/3027] photo_7.jpg... ✅ Done.
Processing [1709/3027] photo_8.jpg... ✅ Done.
Processing [1710/3027] photo_9.jpg... ✅ Done.
Processing [1711/3027] photo_1.jpg... ✅ Done.
Processing [1712/3027] photo_2.jpg... ✅ Done.
Processing [1713/3027] photo_3.jpg... ✅ Done.
Processing [1714/3027] photo_1.PNG... ✅ Done.
Processing [1715/3027] photo_1.jpg... ✅ Done.
Processing [1716/3027] photo_2.jpg... ✅ Done.
Processing [1717/3027] photo_3.jpg... ✅ Done.
Processing [1718/3027] photo_4.jpg... ✅ Done.
Processing [1719/3027] photo_5.jpg... ✅ Done.
Processing [1720/3027] photo_6.jpg... ✅ Done.
Processing [1721/3027] photo_1.jpg... ✅ Done.
Processing [1722/3027] photo_10.png... ✅ Done.
Processing [1723/3027] photo_11.png... ✅ Done.
Processing [1724/3027] photo_2.jpg... ✅ Done.
Processing [1725/3027] photo_3.jpg... ✅ Done.
Processing [1726/3027] photo_4.jpg... ✅ Done.
Processing [1727/3027] photo_5.png... ✅ Done.
Processing [1728/3027] photo_6.jpg... ✅ Done.
Processing [1729/3027] photo_7.jpg... ✅ Done.
Processing [1730/3027] photo_8.png... ✅ Done.
Processing [1731/3027] photo_9.png... ✅ Done.
Processing [1732/3027] photo_1.JPG... ✅ Done.
Processing [1733/3027] photo_2.JPG... ✅ Done.
Processing [1734/3027] photo_3.JPG... ✅ Done.
Processing [1735/3027] photo_4.JPG... ✅ Done.
Processing [1736/3027] photo_5.JPG... ✅ Done.
Processing [1737/3027] photo_6.JPG... ✅ Done.
Processing [1738/3027] photo_1.JPG... ✅ Done.
Processing [1739/3027] photo_10.JPG... ✅ Done.
Processing [1740/3027] photo_11.JPG... ✅ Done.
Processing [1741/3027] photo_12.JPG... ✅ Done.
Processing [1742/3027] photo_2.JPG... ✅ Done.
Processing [1743/3027] photo_3.jpg... ✅ Done.
Processing [1744/3027] photo_4.JPG... ✅ Done.
Processing [1745/3027] photo_5.jpg... ✅ Done.
Processing [1746/3027] photo_6.jpg... ✅ Done.
Processing [1747/3027] photo_7.JPG... ✅ Done.
Processing [1748/3027] photo_8.JPG... ✅ Done.
Processing [1749/3027] photo_9.JPG... ✅ Done.
Processing [1750/3027] photo_1.PNG... ✅ Done.
Processing [1751/3027] photo_1.PNG... ✅ Done.
Processing [1752/3027] photo_1.PNG... ✅ Done.
Processing [1753/3027] photo_1.jpg... ✅ Done.
Processing [1754/3027] photo_2.jpg... ✅ Done.
Processing [1755/3027] photo_3.jpg... ✅ Done.
Processing [1756/3027] photo_4.jpg... ✅ Done.
Processing [1757/3027] photo_5.jpg... ✅ Done.
Processing [1758/3027] photo_1.jpg... ✅ Done.
Processing [1759/3027] photo_2.jpg... ✅ Done.
Processing [1760/3027] photo_3.jpg... ✅ Done.
Processing [1761/3027] photo_4.jpg... ✅ Done.
Processing [1762/3027] photo_5.jpg... ✅ Done.
Processing [1763/3027] photo_6.jpg... ✅ Done.
Processing [1764/3027] photo_1.JPG... ✅ Done.
Processing [1765/3027] photo_2.jpg... ✅ Done.
Processing [1766/3027] photo_3.JPG... ✅ Done.
Processing [1767/3027] photo_1.PNG... ✅ Done.
Processing [1768/3027] photo_1.jpg... ✅ Done.
Processing [1769/3027] photo_2.jpg... ✅ Done.
Processing [1770/3027] photo_3.jpg... ✅ Done.
Processing [1771/3027] photo_4.jpg... ✅ Done.
Processing [1772/3027] photo_1.jpg... ✅ Done.
Processing [1773/3027] photo_10.jpg... ✅ Done.
Processing [1774/3027] photo_11.jpg... ✅ Done.
Processing [1775/3027] photo_12.jpg... ✅ Done.
Processing [1776/3027] photo_2.jpg... ✅ Done.
Processing [1777/3027] photo_3.jpg... ✅ Done.
Processing [1778/3027] photo_4.jpg... ✅ Done.
Processing [1779/3027] photo_5.jpg... ✅ Done.
Processing [1780/3027] photo_6.jpg... ✅ Done.
Processing [1781/3027] photo_7.jpg... ✅ Done.
Processing [1782/3027] photo_8.jpg... ✅ Done.
Processing [1783/3027] photo_9.jpg... ✅ Done.
Processing [1784/3027] photo_1.PNG... ✅ Done.
Processing [1785/3027] photo_1.jpg... ✅ Done.
Processing [1786/3027] photo_2.jpg... ✅ Done.
Processing [1787/3027] photo_3.jpg... ✅ Done.
Processing [1788/3027] photo_4.jpg... ✅ Done.
Processing [1789/3027] photo_5.jpg... ✅ Done.
Processing [1790/3027] photo_6.jpg... ✅ Done.
Processing [1791/3027] photo_7.JPG... ❌ Upload failed: Unexpected token '<', "<html>
<h"... is not valid JSON
Processing [1792/3027] photo_8.jpg... ✅ Done.
Processing [1793/3027] photo_1.PNG... ✅ Done.
Processing [1794/3027] photo_1.jpg... ✅ Done.
Processing [1795/3027] photo_2.jpg... ✅ Done.
Processing [1796/3027] photo_3.jpg... ✅ Done.
Processing [1797/3027] photo_4.jpg... ✅ Done.
Processing [1798/3027] photo_5.jpg... ✅ Done.
Processing [1799/3027] photo_6.jpg... ✅ Done.
Processing [1800/3027] photo_7.jpg... ✅ Done.
Processing [1801/3027] photo_8.jpg... ✅ Done.
Processing [1802/3027] photo_1.JPG... ✅ Done.
Processing [1803/3027] photo_1.PNG... ✅ Done.
Processing [1804/3027] photo_1.PNG... ✅ Done.
Processing [1805/3027] photo_1.jpg... ✅ Done.
Processing [1806/3027] photo_10.jpg... ✅ Done.
Processing [1807/3027] photo_11.jpg... ✅ Done.
Processing [1808/3027] photo_12.jpg... ✅ Done.
Processing [1809/3027] photo_2.jpg... ✅ Done.
Processing [1810/3027] photo_3.jpg... ✅ Done.
Processing [1811/3027] photo_4.jpg... ✅ Done.
Processing [1812/3027] photo_5.jpg... ✅ Done.
Processing [1813/3027] photo_6.jpg... ✅ Done.
Processing [1814/3027] photo_7.jpg... ✅ Done.
Processing [1815/3027] photo_8.jpg... ✅ Done.
Processing [1816/3027] photo_9.jpg... ✅ Done.
Processing [1817/3027] photo_1.jpg... ✅ Done.
Processing [1818/3027] photo_1.jpg... ✅ Done.
Processing [1819/3027] photo_1.PNG... ✅ Done.
Processing [1820/3027] photo_1.jpg... ✅ Done.
Processing [1821/3027] photo_2.jpg... ✅ Done.
Processing [1822/3027] photo_3.jpg... ✅ Done.
Processing [1823/3027] photo_4.jpg... ✅ Done.
Processing [1824/3027] photo_1.jpg... ✅ Done.
Processing [1825/3027] photo_2.jpg... ✅ Done.
Processing [1826/3027] photo_3.jpg... ✅ Done.
Processing [1827/3027] photo_4.jpg... ✅ Done.
Processing [1828/3027] photo_5.jpg... ✅ Done.
Processing [1829/3027] photo_6.jpg... ✅ Done.
Processing [1830/3027] photo_1.PNG... ✅ Done.
Processing [1831/3027] photo_1.PNG... ✅ Done.
Processing [1832/3027] photo_1.PNG... ✅ Done.
Processing [1833/3027] photo_1.jpg... ✅ Done.
Processing [1834/3027] photo_1.PNG... ✅ Done.
Processing [1835/3027] photo_1.PNG... ✅ Done.
Processing [1836/3027] photo_1.jpg... ✅ Done.
Processing [1837/3027] photo_10.JPG... ✅ Done.
Processing [1838/3027] photo_11.jpg... ✅ Done.
Processing [1839/3027] photo_2.jpg... ✅ Done.
Processing [1840/3027] photo_3.jpg... ✅ Done.
Processing [1841/3027] photo_4.jpg... ✅ Done.
Processing [1842/3027] photo_5.jpg... ✅ Done.
Processing [1843/3027] photo_6.jpg... ✅ Done.
Processing [1844/3027] photo_7.jpg... ✅ Done.
Processing [1845/3027] photo_8.JPG... ✅ Done.
Processing [1846/3027] photo_9.jpg... ✅ Done.
Processing [1847/3027] photo_1.jpg... ✅ Done.
Processing [1848/3027] photo_2.jpg... ✅ Done.
Processing [1849/3027] photo_3.jpg... ✅ Done.
Processing [1850/3027] photo_4.jpg... ✅ Done.
Processing [1851/3027] photo_1.jpg... ✅ Done.
Processing [1852/3027] photo_2.jpg... ✅ Done.
Processing [1853/3027] photo_3.jpg... ✅ Done.
Processing [1854/3027] photo_4.jpg... ✅ Done.
Processing [1855/3027] photo_5.jpg... ✅ Done.
Processing [1856/3027] photo_1.PNG... ✅ Done.
Processing [1857/3027] photo_1.jpg... ✅ Done.
Processing [1858/3027] photo_2.jpg... ✅ Done.
Processing [1859/3027] photo_3.jpg... ✅ Done.
Processing [1860/3027] photo_4.JPG... ✅ Done.
Processing [1861/3027] photo_5.JPG... ✅ Done.
Processing [1862/3027] photo_6.jpg... ✅ Done.
Processing [1863/3027] photo_7.JPG... ✅ Done.
Processing [1864/3027] photo_1.PNG... ✅ Done.
Processing [1865/3027] photo_1.jpg... ✅ Done.
Processing [1866/3027] photo_1.jpg... ✅ Done.
Processing [1867/3027] photo_2.jpg... ✅ Done.
Processing [1868/3027] photo_3.jpg... ✅ Done.
Processing [1869/3027] photo_1.PNG... ✅ Done.
Processing [1870/3027] photo_1.JPG... ✅ Done.
Processing [1871/3027] photo_2.JPG... ✅ Done.
Processing [1872/3027] photo_3.JPG... ✅ Done.
Processing [1873/3027] photo_4.JPG... ✅ Done.
Processing [1874/3027] photo_5.JPG... ✅ Done.
Processing [1875/3027] photo_1.jpg... ✅ Done.
Processing [1876/3027] photo_2.jpg... ✅ Done.
Processing [1877/3027] photo_3.jpg... ✅ Done.
Processing [1878/3027] photo_4.jpg... ✅ Done.
Processing [1879/3027] photo_5.jpg... ✅ Done.
Processing [1880/3027] photo_1.jpg... ✅ Done.
Processing [1881/3027] photo_2.jpg... ✅ Done.
Processing [1882/3027] photo_3.jpg... ✅ Done.
Processing [1883/3027] photo_1.JPG... ✅ Done.
Processing [1884/3027] photo_2.jpg... ✅ Done.
Processing [1885/3027] photo_3.jpg... ✅ Done.
Processing [1886/3027] photo_4.jpg... ✅ Done.
Processing [1887/3027] photo_1.PNG... ✅ Done.
Processing [1888/3027] photo_1.jpg... ✅ Done.
Processing [1889/3027] photo_2.jpg... ✅ Done.
Processing [1890/3027] photo_3.jpg... ✅ Done.
Processing [1891/3027] photo_4.jpg... ✅ Done.
Processing [1892/3027] photo_5.jpg... ✅ Done.
Processing [1893/3027] photo_6.jpg... ✅ Done.
Processing [1894/3027] photo_7.jpg... ✅ Done.
Processing [1895/3027] photo_8.jpg... ✅ Done.
Processing [1896/3027] photo_1.PNG... ✅ Done.
Processing [1897/3027] photo_1.PNG... ✅ Done.
Processing [1898/3027] photo_1.jpg... ✅ Done.
Processing [1899/3027] photo_2.jpg... ✅ Done.
Processing [1900/3027] photo_3.jpg... ✅ Done.
Processing [1901/3027] photo_4.jpg... ✅ Done.
Processing [1902/3027] photo_5.jpg... ✅ Done.
Processing [1903/3027] photo_6.jpg... ✅ Done.
Processing [1904/3027] photo_7.jpg... ✅ Done.
Processing [1905/3027] photo_1.jpg... ✅ Done.
Processing [1906/3027] photo_2.jpg... ✅ Done.
Processing [1907/3027] photo_3.jpg... ✅ Done.
Processing [1908/3027] photo_4.jpg... ✅ Done.
Processing [1909/3027] photo_5.jpg... ✅ Done.
Processing [1910/3027] photo_1.jpg... ✅ Done.
Processing [1911/3027] photo_1.jpg... ✅ Done.
Processing [1912/3027] photo_2.jpg... ✅ Done.
Processing [1913/3027] photo_3.jpg... ✅ Done.
Processing [1914/3027] photo_1.PNG... ✅ Done.
Processing [1915/3027] photo_1.PNG... ✅ Done.
Processing [1916/3027] photo_1.jpg... ✅ Done.
Processing [1917/3027] photo_2.jpg... ✅ Done.
Processing [1918/3027] photo_3.jpg... ✅ Done.
Processing [1919/3027] photo_1.jpg... ✅ Done.
Processing [1920/3027] photo_1.PNG... ✅ Done.
Processing [1921/3027] photo_1.PNG... ✅ Done.
Processing [1922/3027] photo_1.PNG... ✅ Done.
Processing [1923/3027] photo_1.jpg... ✅ Done.
Processing [1924/3027] photo_2.jpg... ✅ Done.
Processing [1925/3027] photo_3.jpg... ✅ Done.
Processing [1926/3027] photo_4.jpg... ✅ Done.
Processing [1927/3027] photo_5.JPG... ✅ Done.
Processing [1928/3027] photo_1.jpg... ✅ Done.
Processing [1929/3027] photo_2.jpg... ✅ Done.
Processing [1930/3027] photo_3.jpg... ✅ Done.
Processing [1931/3027] photo_1.JPG... ✅ Done.
Processing [1932/3027] photo_2.JPG... ✅ Done.
Processing [1933/3027] photo_3.JPG... ✅ Done.
Processing [1934/3027] photo_4.jpg... ✅ Done.
Processing [1935/3027] photo_5.jpg... ✅ Done.
Processing [1936/3027] photo_6.jpg... ✅ Done.
Processing [1937/3027] photo_7.jpg... ✅ Done.
Processing [1938/3027] photo_8.jpg... ✅ Done.
Processing [1939/3027] photo_9.jpg... ✅ Done.
Processing [1940/3027] photo_1.PNG... ✅ Done.
Processing [1941/3027] photo_1.PNG... ✅ Done.
Processing [1942/3027] photo_1.PNG... ✅ Done.
Processing [1943/3027] photo_1.PNG... ✅ Done.
Processing [1944/3027] photo_1.PNG... ✅ Done.
Processing [1945/3027] photo_1.jpg... ✅ Done.
Processing [1946/3027] photo_10.jpg... ✅ Done.
Processing [1947/3027] photo_11.jpg... ✅ Done.
Processing [1948/3027] photo_12.JPG... ✅ Done.
Processing [1949/3027] photo_2.jpg... ✅ Done.
Processing [1950/3027] photo_3.JPG... ✅ Done.
Processing [1951/3027] photo_4.jpg... ✅ Done.
Processing [1952/3027] photo_5.jpg... ✅ Done.
Processing [1953/3027] photo_6.jpg... ✅ Done.
Processing [1954/3027] photo_7.jpg... ✅ Done.
Processing [1955/3027] photo_8.jpg... ✅ Done.
Processing [1956/3027] photo_9.jpg... ✅ Done.
Processing [1957/3027] photo_1.PNG... ✅ Done.
Processing [1958/3027] photo_1.jpg... ✅ Done.
Processing [1959/3027] photo_10.png... ✅ Done.
Processing [1960/3027] photo_11.jpg... ✅ Done.
Processing [1961/3027] photo_2.jpg... ✅ Done.
Processing [1962/3027] photo_3.jpg... ✅ Done.
Processing [1963/3027] photo_4.jpg... ✅ Done.
Processing [1964/3027] photo_5.jpg... ✅ Done.
Processing [1965/3027] photo_6.jpg... ✅ Done.
Processing [1966/3027] photo_7.jpg... ✅ Done.
Processing [1967/3027] photo_8.jpg... ✅ Done.
Processing [1968/3027] photo_9.png... ✅ Done.
Processing [1969/3027] photo_1.png... ✅ Done.
Processing [1970/3027] photo_10.jpg... ✅ Done.
Processing [1971/3027] photo_11.jpg... ✅ Done.
Processing [1972/3027] photo_12.jpg... ✅ Done.
Processing [1973/3027] photo_2.jpg... ✅ Done.
Processing [1974/3027] photo_3.jpg... ✅ Done.
Processing [1975/3027] photo_4.jpg... ✅ Done.
Processing [1976/3027] photo_5.jpg... ✅ Done.
Processing [1977/3027] photo_6.png... ✅ Done.
Processing [1978/3027] photo_7.png... ✅ Done.
Processing [1979/3027] photo_8.png... ✅ Done.
Processing [1980/3027] photo_9.jpg... ✅ Done.
Processing [1981/3027] photo_1.jpg... ✅ Done.
Processing [1982/3027] photo_2.jpg... ✅ Done.
Processing [1983/3027] photo_3.jpg... ✅ Done.
Processing [1984/3027] photo_4.jpg... ✅ Done.
Processing [1985/3027] photo_5.jpg... ✅ Done.
Processing [1986/3027] photo_6.png... ✅ Done.
Processing [1987/3027] photo_7.png... ✅ Done.
Processing [1988/3027] photo_8.jpg... ✅ Done.
Processing [1989/3027] photo_1.PNG... ✅ Done.
Processing [1990/3027] photo_1.jpg... ✅ Done.
Processing [1991/3027] photo_1.jpg... ✅ Done.
Processing [1992/3027] photo_2.jpg... ✅ Done.
Processing [1993/3027] photo_3.jpg... ✅ Done.
Processing [1994/3027] photo_4.jpg... ✅ Done.
Processing [1995/3027] photo_5.jpg... ✅ Done.
Processing [1996/3027] photo_6.jpg... ✅ Done.
Processing [1997/3027] photo_7.jpg... ✅ Done.
Processing [1998/3027] photo_1.PNG... ✅ Done.
Processing [1999/3027] photo_1.PNG... ✅ Done.
Processing [2000/3027] photo_1.PNG... ✅ Done.
Processing [2001/3027] photo_1.jpg... ✅ Done.
Processing [2002/3027] photo_2.JPG... ✅ Done.
Processing [2003/3027] photo_3.JPG... ✅ Done.
Processing [2004/3027] photo_1.PNG... ✅ Done.
Processing [2005/3027] photo_1.PNG... ✅ Done.
Processing [2006/3027] photo_1.jpg... ✅ Done.
Processing [2007/3027] photo_2.jpg... ✅ Done.
Processing [2008/3027] photo_3.jpg... ✅ Done.
Processing [2009/3027] photo_4.jpg... ✅ Done.
Processing [2010/3027] photo_5.jpg... ✅ Done.
Processing [2011/3027] photo_6.jpg... ✅ Done.
Processing [2012/3027] photo_7.jpg... ✅ Done.
Processing [2013/3027] photo_1.PNG... ✅ Done.
Processing [2014/3027] photo_1.jpg... ✅ Done.
Processing [2015/3027] photo_2.jpg... ✅ Done.
Processing [2016/3027] photo_3.jpg... ✅ Done.
Processing [2017/3027] photo_4.png... ✅ Done.
Processing [2018/3027] photo_5.png... ✅ Done.
Processing [2019/3027] photo_6.JPG... ✅ Done.
Processing [2020/3027] photo_1.jpg... ✅ Done.
Processing [2021/3027] photo_1.jpg... ✅ Done.
Processing [2022/3027] photo_2.jpg... ✅ Done.
Processing [2023/3027] photo_3.jpg... ✅ Done.
Processing [2024/3027] photo_4.jpg... ✅ Done.
Processing [2025/3027] photo_1.PNG... ✅ Done.
Processing [2026/3027] photo_1.PNG... ✅ Done.
Processing [2027/3027] photo_1.jpg... ✅ Done.
Processing [2028/3027] photo_2.jpg... ✅ Done.
Processing [2029/3027] photo_3.jpg... ✅ Done.
Processing [2030/3027] photo_4.jpg... ✅ Done.
Processing [2031/3027] photo_1.PNG... ✅ Done.
Processing [2032/3027] photo_1.JPG... ✅ Done.
Processing [2033/3027] photo_1.jpg... ✅ Done.
Processing [2034/3027] photo_2.jpg... ✅ Done.
Processing [2035/3027] photo_3.jpg... ✅ Done.
Processing [2036/3027] photo_4.jpg... ✅ Done.
Processing [2037/3027] photo_5.jpg... ✅ Done.
Processing [2038/3027] photo_1.PNG... ✅ Done.
Processing [2039/3027] photo_1.PNG... ✅ Done.
Processing [2040/3027] photo_1.JPG... ✅ Done.
Processing [2041/3027] photo_10.JPG... ✅ Done.
Processing [2042/3027] photo_11.JPG... ✅ Done.
Processing [2043/3027] photo_12.JPG... ✅ Done.
Processing [2044/3027] photo_2.JPG... ✅ Done.
Processing [2045/3027] photo_3.JPG... ✅ Done.
Processing [2046/3027] photo_4.jpg... ✅ Done.
Processing [2047/3027] photo_5.JPG... ✅ Done.
Processing [2048/3027] photo_6.JPG... ✅ Done.
Processing [2049/3027] photo_7.JPG... ✅ Done.
Processing [2050/3027] photo_8.jpg... ✅ Done.
Processing [2051/3027] photo_9.jpg... ✅ Done.
Processing [2052/3027] photo_1.PNG... ✅ Done.
Processing [2053/3027] photo_1.PNG... ✅ Done.
Processing [2054/3027] photo_1.PNG... ✅ Done.
Processing [2055/3027] photo_1.PNG... ✅ Done.
Processing [2056/3027] photo_1.jpg... ✅ Done.
Processing [2057/3027] photo_2.JPG... ✅ Done.
Processing [2058/3027] photo_3.jpg... ✅ Done.
Processing [2059/3027] photo_4.jpg... ✅ Done.
Processing [2060/3027] photo_1.jpg... ✅ Done.
Processing [2061/3027] photo_2.jpg... ✅ Done.
Processing [2062/3027] photo_3.jpg... ✅ Done.
Processing [2063/3027] photo_4.jpg... ✅ Done.
Processing [2064/3027] photo_5.jpg... ✅ Done.
Processing [2065/3027] photo_6.jpg... ✅ Done.
Processing [2066/3027] photo_7.jpg... ✅ Done.
Processing [2067/3027] photo_1.PNG... ✅ Done.
Processing [2068/3027] photo_1.PNG... ✅ Done.
Processing [2069/3027] photo_1.jpg... ✅ Done.
Processing [2070/3027] photo_2.png... ✅ Done.
Processing [2071/3027] photo_3.jpg... ✅ Done.
Processing [2072/3027] photo_4.jpg... ✅ Done.
Processing [2073/3027] photo_5.jpg... ✅ Done.
Processing [2074/3027] photo_6.jpg... ✅ Done.
Processing [2075/3027] photo_7.png... ✅ Done.
Processing [2076/3027] photo_8.png... ✅ Done.
Processing [2077/3027] photo_1.jpg... ✅ Done.
Processing [2078/3027] photo_2.jpg... ✅ Done.
Processing [2079/3027] photo_3.jpg... ✅ Done.
Processing [2080/3027] photo_4.jpg... ✅ Done.
Processing [2081/3027] photo_5.jpg... ✅ Done.
Processing [2082/3027] photo_6.jpg... ✅ Done.
Processing [2083/3027] photo_7.jpg... ✅ Done.
Processing [2084/3027] photo_1.jpg... ✅ Done.
Processing [2085/3027] photo_10.JPG... ✅ Done.
Processing [2086/3027] photo_11.JPG... ✅ Done.
Processing [2087/3027] photo_12.JPG... ✅ Done.
Processing [2088/3027] photo_2.jpg... ✅ Done.
Processing [2089/3027] photo_3.jpg... ✅ Done.
Processing [2090/3027] photo_4.jpg... ✅ Done.
Processing [2091/3027] photo_5.jpg... ✅ Done.
Processing [2092/3027] photo_6.jpg... ✅ Done.
Processing [2093/3027] photo_7.jpg... ✅ Done.
Processing [2094/3027] photo_8.jpg... ✅ Done.
Processing [2095/3027] photo_9.jpg... ✅ Done.
Processing [2096/3027] photo_1.PNG... ✅ Done.
Processing [2097/3027] photo_1.PNG... ✅ Done.
Processing [2098/3027] photo_1.PNG... ✅ Done.
Processing [2099/3027] photo_1.JPG... ✅ Done.
Processing [2100/3027] photo_2.jpg... ✅ Done.
