🚀 Supabase Upload Script Started
Processing [531/3027] photo_1.jpg... ✅ Done.
Processing [532/3027] photo_2.jpg... ✅ Done.
Processing [533/3027] photo_3.jpg... ✅ Done.
Processing [534/3027] photo_1.jpg... ✅ Done.
Processing [535/3027] photo_1.jpg... ✅ Done.
Processing [536/3027] photo_1.PNG... ✅ Done.
Processing [537/3027] photo_1.PNG... ✅ Done.
Processing [538/3027] photo_1.jpg... ✅ Done.
Processing [539/3027] photo_2.jpg... ✅ Done.
Processing [540/3027] photo_3.jpg... ✅ Done.
Processing [541/3027] photo_4.jpg... ✅ Done.
Processing [542/3027] photo_1.PNG... ✅ Done.
Processing [543/3027] photo_1.PNG... ✅ Done.
Processing [544/3027] photo_1.PNG... ✅ Done.
Processing [545/3027] photo_1.PNG... ✅ Done.
Processing [546/3027] photo_1.PNG... ✅ Done.
Processing [547/3027] photo_1.PNG... ✅ Done.
Processing [548/3027] photo_1.jpg... ✅ Done.
Processing [549/3027] photo_2.jpg... ✅ Done.
Processing [550/3027] photo_3.jpg... ✅ Done.
Processing [551/3027] photo_4.png... ✅ Done.
Processing [552/3027] photo_5.png... ✅ Done.
Processing [553/3027] photo_6.JPG... ✅ Done.
Processing [554/3027] photo_1.PNG... ✅ Done.
Processing [555/3027] photo_1.jpg... ✅ Done.
Processing [556/3027] photo_1.PNG... ✅ Done.
Processing [557/3027] photo_1.PNG... ✅ Done.
Processing [558/3027] photo_1.PNG... ✅ Done.
Processing [559/3027] photo_1.jpg... ✅ Done.
Processing [560/3027] photo_2.jpg... ✅ Done.
Processing [561/3027] photo_3.jpg... ✅ Done.
Processing [562/3027] photo_1.PNG... ✅ Done.
Processing [563/3027] photo_1.PNG... ✅ Done.
Processing [564/3027] photo_1.PNG... ✅ Done.
Processing [565/3027] photo_1.PNG... ✅ Done.
Processing [566/3027] photo_1.PNG... ✅ Done.
Processing [567/3027] photo_1.PNG... ✅ Done.
Processing [568/3027] photo_1.jpg... ✅ Done.
Processing [569/3027] photo_2.jpg... ✅ Done.
Processing [570/3027] photo_3.jpg... ✅ Done.
Processing [571/3027] photo_4.jpg... ✅ Done.
Processing [572/3027] photo_5.jpg... ✅ Done.
Processing [573/3027] photo_1.JPG... ✅ Done.
Processing [574/3027] photo_2.JPG... ✅ Done.
Processing [575/3027] photo_1.PNG... ✅ Done.
Processing [576/3027] photo_1.PNG... ✅ Done.
Processing [577/3027] photo_1.jpg... ✅ Done.
Processing [578/3027] photo_2.jpg... ✅ Done.
Processing [579/3027] photo_3.jpg... ✅ Done.
Processing [580/3027] photo_4.jpg... ✅ Done.
Processing [581/3027] photo_5.jpg... ✅ Done.
Processing [582/3027] photo_6.jpg... ✅ Done.
Processing [583/3027] photo_1.jpg... ✅ Done.
Processing [584/3027] photo_2.jpg... ✅ Done.
Processing [585/3027] photo_1.PNG... ✅ Done.
Processing [586/3027] photo_1.PNG... ✅ Done.
Processing [587/3027] photo_1.PNG... ✅ Done.
Processing [588/3027] photo_1.PNG... ✅ Done.
Processing [589/3027] photo_1.PNG... ✅ Done.
Processing [590/3027] photo_1.PNG... ✅ Done.
Processing [591/3027] photo_1.JPG... ✅ Done.
Processing [592/3027] photo_2.JPG... ✅ Done.
Processing [593/3027] photo_1.PNG... ✅ Done.
Processing [594/3027] photo_1.PNG... ✅ Done.
Processing [595/3027] photo_1.PNG... ✅ Done.
Processing [596/3027] photo_1.PNG... ✅ Done.
Processing [597/3027] photo_1.PNG... ✅ Done.
Processing [598/3027] photo_1.PNG... ✅ Done.
Processing [599/3027] photo_1.PNG... ✅ Done.
Processing [600/3027] photo_1.PNG... ✅ Done.
Processing [601/3027] photo_1.PNG... ✅ Done.
Processing [602/3027] photo_1.PNG... ✅ Done.
Processing [603/3027] photo_1.PNG... ✅ Done.
Processing [604/3027] photo_1.PNG... ✅ Done.
Processing [605/3027] photo_1.PNG... ✅ Done.
Processing [606/3027] photo_1.PNG... ✅ Done.
Processing [607/3027] photo_1.PNG... ✅ Done.
Processing [608/3027] photo_1.PNG... ✅ Done.
Processing [609/3027] photo_1.PNG... ✅ Done.
Processing [610/3027] photo_1.PNG... ✅ Done.
Processing [611/3027] photo_1.PNG... ✅ Done.
Processing [612/3027] photo_1.PNG... ✅ Done.
Processing [613/3027] photo_1.PNG... ✅ Done.
Processing [614/3027] photo_1.PNG... ✅ Done.
Processing [615/3027] photo_1.PNG... ✅ Done.
Processing [616/3027] photo_1.PNG... ✅ Done.
Processing [617/3027] photo_1.PNG... ✅ Done.
Processing [618/3027] photo_1.PNG... ✅ Done.
Processing [619/3027] photo_1.PNG... ✅ Done.
Processing [620/3027] photo_1.PNG... ✅ Done.
Processing [621/3027] photo_1.PNG... ✅ Done.
Processing [622/3027] photo_1.PNG... ✅ Done.
Processing [623/3027] photo_1.PNG... ✅ Done.
Processing [624/3027] photo_1.jpg... ✅ Done.
Processing [625/3027] photo_2.jpg... ✅ Done.
Processing [626/3027] photo_3.jpg... ✅ Done.
Processing [627/3027] photo_4.jpg... ✅ Done.
Processing [628/3027] photo_5.jpg... ✅ Done.
Processing [629/3027] photo_6.jpg... ✅ Done.
Processing [630/3027] photo_1.PNG... ✅ Done.
Processing [631/3027] photo_1.PNG... ✅ Done.
Processing [632/3027] photo_1.PNG... ✅ Done.
Processing [633/3027] photo_1.PNG... ✅ Done.
Processing [634/3027] photo_1.PNG... ✅ Done.
Processing [635/3027] photo_1.PNG... ✅ Done.
Processing [636/3027] photo_1.PNG... ✅ Done.
Processing [637/3027] photo_1.PNG... ✅ Done.
Processing [638/3027] photo_1.PNG... ✅ Done.
Processing [639/3027] photo_1.PNG... ✅ Done.
Processing [640/3027] photo_1.PNG... ✅ Done.
Processing [641/3027] photo_1.PNG... ✅ Done.
Processing [642/3027] photo_1.PNG... ✅ Done.
Processing [643/3027] photo_1.PNG... ✅ Done.
Processing [644/3027] photo_1.PNG... ✅ Done.
Processing [645/3027] photo_1.PNG... ✅ Done.
Processing [646/3027] photo_1.PNG... ✅ Done.
Processing [647/3027] photo_1.jpg... ✅ Done.
Processing [648/3027] photo_2.jpg... ✅ Done.
Processing [649/3027] photo_3.jpg... ✅ Done.
Processing [650/3027] photo_4.jpg... ✅ Done.
Processing [651/3027] photo_1.jpg... ✅ Done.
Processing [652/3027] photo_2.jpg... ✅ Done.
Processing [653/3027] photo_1.jpg... ✅ Done.
Processing [654/3027] photo_2.jpg... ✅ Done.
Processing [655/3027] photo_3.jpg... ✅ Done.
Processing [656/3027] photo_4.jpg... ✅ Done.
Processing [657/3027] photo_5.jpg... ✅ Done.
Processing [658/3027] photo_6.jpg... ✅ Done.
Processing [659/3027] photo_7.jpg... ✅ Done.
Processing [660/3027] photo_1.PNG... ✅ Done.
Processing [661/3027] photo_1.PNG... ✅ Done.
Processing [662/3027] photo_1.PNG... ✅ Done.
Processing [663/3027] photo_1.PNG... ✅ Done.
Processing [664/3027] photo_1.PNG... ✅ Done.
Processing [665/3027] photo_1.PNG... ✅ Done.
Processing [666/3027] photo_1.PNG... ✅ Done.
Processing [667/3027] photo_1.PNG... ✅ Done.
Processing [668/3027] photo_1.PNG... ✅ Done.
Processing [669/3027] photo_1.PNG... ✅ Done.
Processing [670/3027] photo_1.PNG... ✅ Done.
Processing [671/3027] photo_1.PNG... ✅ Done.
Processing [672/3027] photo_1.PNG... ✅ Done.
Processing [673/3027] photo_1.PNG... ✅ Done.
Processing [674/3027] photo_1.PNG... ✅ Done.
Processing [675/3027] photo_1.PNG... ✅ Done.
Processing [676/3027] photo_1.PNG... ✅ Done.
Processing [677/3027] photo_1.PNG... ✅ Done.
Processing [678/3027] photo_1.PNG... ✅ Done.
Processing [679/3027] photo_1.PNG... ✅ Done.
Processing [680/3027] photo_1.PNG... ❌ Upload failed: Unexpected token '<', "<html>
<h"... is not valid JSON
Processing [681/3027] photo_1.PNG... ✅ Done.
Processing [682/3027] photo_1.PNG... ✅ Done.
Processing [683/3027] photo_1.PNG... ✅ Done.
Processing [684/3027] photo_1.PNG... ✅ Done.
Processing [685/3027] photo_1.PNG... ✅ Done.
Processing [686/3027] photo_1.PNG... ✅ Done.
Processing [687/3027] photo_1.PNG... ✅ Done.
Processing [688/3027] photo_1.jpg... ✅ Done.
Processing [689/3027] photo_2.jpg... ✅ Done.
Processing [690/3027] photo_3.jpg... ✅ Done.
Processing [691/3027] photo_4.jpg... ✅ Done.
Processing [692/3027] photo_5.jpg... ✅ Done.
Processing [693/3027] photo_6.jpg... ✅ Done.
Processing [694/3027] photo_7.jpg... ✅ Done.
Processing [695/3027] photo_8.jpg... ✅ Done.
Processing [696/3027] photo_9.jpg... ✅ Done.
Processing [697/3027] photo_1.jpg... ✅ Done.
Processing [698/3027] photo_2.JPG... ✅ Done.
Processing [699/3027] photo_3.jpg... ✅ Done.
Processing [700/3027] photo_4.JPG... ✅ Done.
Processing [701/3027] photo_5.jpg... ✅ Done.
Processing [702/3027] photo_6.jpg... ✅ Done.
Processing [703/3027] photo_7.JPG... ✅ Done.
Processing [704/3027] photo_1.PNG... ✅ Done.
Processing [705/3027] photo_1.PNG... ✅ Done.
Processing [706/3027] photo_1.jpg... ✅ Done.
Processing [707/3027] photo_2.jpg... ✅ Done.
Processing [708/3027] photo_3.jpg... ✅ Done.
Processing [709/3027] photo_4.jpg... ✅ Done.
Processing [710/3027] photo_5.jpg... ✅ Done.
Processing [711/3027] photo_6.jpg... ✅ Done.
Processing [712/3027] photo_1.PNG... ✅ Done.
Processing [713/3027] photo_1.jpg... ✅ Done.
Processing [714/3027] photo_1.jpg... ✅ Done.
Processing [715/3027] photo_1.PNG... ✅ Done.
Processing [716/3027] photo_1.PNG... ✅ Done.
Processing [717/3027] photo_1.jpg... ✅ Done.
Processing [718/3027] photo_2.jpg... ✅ Done.
Processing [719/3027] photo_3.jpg... ✅ Done.
Processing [720/3027] photo_1.jpg... ✅ Done.
Processing [721/3027] photo_2.jpg... ✅ Done.
Processing [722/3027] photo_3.jpg... ✅ Done.
Processing [723/3027] photo_1.PNG... ✅ Done.
Processing [724/3027] photo_1.jpg... ✅ Done.
Processing [725/3027] photo_1.PNG... ✅ Done.
Processing [726/3027] photo_1.PNG... ✅ Done.
Processing [727/3027] photo_1.PNG... ✅ Done.
Processing [728/3027] photo_1.PNG... ✅ Done.
Processing [729/3027] photo_1.PNG... ✅ Done.
Processing [730/3027] photo_1.JPG... ✅ Done.
Processing [731/3027] photo_2.JPG... ✅ Done.
Processing [732/3027] photo_3.JPG... ✅ Done.
Processing [733/3027] photo_4.JPG... ✅ Done.
Processing [734/3027] photo_1.PNG... ✅ Done.
Processing [735/3027] photo_1.jpg... ✅ Done.
Processing [736/3027] photo_2.png... ✅ Done.
Processing [737/3027] photo_3.png... ✅ Done.
Processing [738/3027] photo_4.png... ✅ Done.
Processing [739/3027] photo_5.png... ✅ Done.
Processing [740/3027] photo_1.jpg... ✅ Done.
Processing [741/3027] photo_1.PNG... ✅ Done.
Processing [742/3027] photo_1.PNG... ✅ Done.
Processing [743/3027] photo_1.PNG... ✅ Done.
Processing [744/3027] photo_1.PNG... ✅ Done.
Processing [745/3027] photo_1.PNG... ✅ Done.
Processing [746/3027] photo_1.jpg... ✅ Done.
Processing [747/3027] photo_1.jpg... ✅ Done.
Processing [748/3027] photo_2.jpg... ✅ Done.
Processing [749/3027] photo_3.jpg... ✅ Done.
Processing [750/3027] photo_1.PNG... ✅ Done.
Processing [751/3027] photo_1.jpg... ✅ Done.
Processing [752/3027] photo_2.jpg... ✅ Done.
Processing [753/3027] photo_3.jpg... ✅ Done.
Processing [754/3027] photo_4.jpg... ✅ Done.
Processing [755/3027] photo_5.jpg... ✅ Done.
Processing [756/3027] photo_6.jpg... ✅ Done.
Processing [757/3027] photo_7.jpg... ✅ Done.
Processing [758/3027] photo_8.jpg... ✅ Done.
Processing [759/3027] photo_1.PNG... ✅ Done.
Processing [760/3027] photo_1.PNG... ✅ Done.
Processing [761/3027] photo_10.jpg... ✅ Done.
Processing [762/3027] photo_11.jpg... ✅ Done.
Processing [763/3027] photo_12.jpg... ✅ Done.
Processing [764/3027] photo_2.jpg... ✅ Done.
Processing [765/3027] photo_3.jpg... ✅ Done.
Processing [766/3027] photo_4.jpg... ✅ Done.
Processing [767/3027] photo_5.jpg... ✅ Done.
Processing [768/3027] photo_6.jpg... ✅ Done.
Processing [769/3027] photo_7.jpg... ✅ Done.
Processing [770/3027] photo_8.jpg... ✅ Done.
Processing [771/3027] photo_9.jpg... ✅ Done.
Processing [772/3027] photo_1.jpg... ✅ Done.
Processing [773/3027] photo_2.jpg... ✅ Done.
Processing [774/3027] photo_3.jpg... ✅ Done.
Processing [775/3027] photo_1.jpg... ✅ Done.
Processing [776/3027] photo_2.jpg... ✅ Done.
Processing [777/3027] photo_3.jpg... ✅ Done.
Processing [778/3027] photo_1.jpg... ✅ Done.
Processing [779/3027] photo_2.jpg... ✅ Done.
Processing [780/3027] photo_3.jpg... ✅ Done.
Processing [781/3027] photo_1.PNG... ✅ Done.
Processing [782/3027] photo_1.jpg... ✅ Done.
Processing [783/3027] photo_1.PNG... ✅ Done.
Processing [784/3027] photo_1.jpg... ✅ Done.
Processing [785/3027] photo_2.jpg... ✅ Done.
Processing [786/3027] photo_3.jpg... ✅ Done.
Processing [787/3027] photo_1.JPG... ✅ Done.
Processing [788/3027] photo_2.JPG... ✅ Done.
Processing [789/3027] photo_1.jpg... ✅ Done.
Processing [790/3027] photo_2.jpg... ✅ Done.
Processing [791/3027] photo_3.jpg... ✅ Done.
Processing [792/3027] photo_1.jpg... ✅ Done.
Processing [793/3027] photo_2.jpg... ✅ Done.
Processing [794/3027] photo_3.jpg... ✅ Done.
Processing [795/3027] photo_4.jpg... ✅ Done.
Processing [796/3027] photo_5.jpg... ✅ Done.
Processing [797/3027] photo_6.jpg... ✅ Done.
Processing [798/3027] photo_7.jpg... ✅ Done.
Processing [799/3027] photo_8.jpg... ✅ Done.
Processing [800/3027] photo_9.jpg... ✅ Done.
Processing [801/3027] photo_1.PNG... ✅ Done.
Processing [802/3027] photo_1.jpg... ✅ Done.
Processing [803/3027] photo_2.jpg... ✅ Done.
Processing [804/3027] photo_3.jpg... ✅ Done.
Processing [805/3027] photo_1.PNG... ✅ Done.
Processing [806/3027] photo_1.PNG... ✅ Done.
Processing [807/3027] photo_1.jpg... ✅ Done.
Processing [808/3027] photo_2.jpg... ✅ Done.
Processing [809/3027] photo_3.jpg... ✅ Done.
Processing [810/3027] photo_4.jpg... ✅ Done.
Processing [811/3027] photo_5.jpg... ✅ Done.
Processing [812/3027] photo_1.jpg... ✅ Done.
Processing [813/3027] photo_2.jpg... ✅ Done.
Processing [814/3027] photo_3.jpg... ✅ Done.
Processing [815/3027] photo_4.jpg... ✅ Done.
Processing [816/3027] photo_5.jpg... ✅ Done.
Processing [817/3027] photo_6.jpg... ✅ Done.
Processing [818/3027] photo_1.PNG... ✅ Done.
Processing [819/3027] photo_1.PNG... ✅ Done.
Processing [820/3027] photo_1.jpg... ✅ Done.
Processing [821/3027] photo_1.PNG... ✅ Done.
Processing [822/3027] photo_1.PNG... ✅ Done.
Processing [823/3027] photo_1.PNG... ✅ Done.
Processing [824/3027] photo_1.PNG... ✅ Done.
Processing [825/3027] photo_1.PNG... ✅ Done.
Processing [826/3027] photo_1.PNG... ✅ Done.
Processing [827/3027] photo_1.jpg... ✅ Done.
Processing [828/3027] photo_2.jpg... ✅ Done.
Processing [829/3027] photo_1.jpg... ✅ Done.
Processing [830/3027] photo_2.jpg... ✅ Done.
Processing [831/3027] photo_1.PNG... ✅ Done.
Processing [832/3027] photo_1.JPG... ✅ Done.
Processing [833/3027] photo_2.JPG... ✅ Done.
Processing [834/3027] photo_3.JPG... ✅ Done.
Processing [835/3027] photo_1.jpg... ✅ Done.
Processing [836/3027] photo_2.jpg... ✅ Done.
Processing [837/3027] photo_1.PNG... ✅ Done.
Processing [838/3027] photo_1.PNG... ✅ Done.
Processing [839/3027] photo_1.jpg... ✅ Done.
Processing [840/3027] photo_2.jpg... ✅ Done.
Processing [841/3027] photo_3.jpg... ❌ Error: Input buffer contains unsupported image format
Processing [842/3027] photo_1.jpg... ✅ Done.
Processing [843/3027] photo_1.PNG... ✅ Done.
Processing [844/3027] photo_1.PNG... ✅ Done.
Processing [845/3027] photo_1.PNG... ✅ Done.
Processing [846/3027] photo_1.PNG... ✅ Done.
Processing [847/3027] photo_1.PNG... ✅ Done.
Processing [848/3027] photo_1.jpg... ✅ Done.
Processing [849/3027] photo_10.jpg... ✅ Done.
Processing [850/3027] photo_2.jpg... ✅ Done.
Processing [851/3027] photo_3.jpg... ✅ Done.
Processing [852/3027] photo_4.jpg... ✅ Done.
Processing [853/3027] photo_5.jpg... ✅ Done.
Processing [854/3027] photo_6.jpg... ✅ Done.
Processing [855/3027] photo_7.jpg... ✅ Done.
Processing [856/3027] photo_8.jpg... ✅ Done.
Processing [857/3027] photo_9.jpg... ✅ Done.
Processing [858/3027] photo_1.PNG... ✅ Done.
Processing [859/3027] photo_1.PNG... ✅ Done.
Processing [860/3027] photo_1.PNG... ✅ Done.
Processing [861/3027] photo_1.jpg... ✅ Done.
Processing [862/3027] photo_2.jpg... ✅ Done.
Processing [863/3027] photo_3.jpg... ✅ Done.
Processing [864/3027] photo_4.jpg... ✅ Done.
Processing [865/3027] photo_5.jpg... ✅ Done.
Processing [866/3027] photo_6.jpg... ✅ Done.
Processing [867/3027] photo_7.jpg... ✅ Done.
Processing [868/3027] photo_8.jpg... ✅ Done.
Processing [869/3027] photo_9.jpg... ✅ Done.
Processing [870/3027] photo_1.jpg... ✅ Done.
Processing [871/3027] photo_2.jpg... ✅ Done.
Processing [872/3027] photo_3.jpg... ✅ Done.
Processing [873/3027] photo_1.jpg... ✅ Done.
Processing [874/3027] photo_2.jpg... ✅ Done.
Processing [875/3027] photo_1.png... ✅ Done.
Processing [876/3027] photo_2.png... ✅ Done.
Processing [877/3027] photo_3.png... ✅ Done.
Processing [878/3027] photo_1.jpg... ✅ Done.
Processing [879/3027] photo_2.jpg... ✅ Done.
Processing [880/3027] photo_3.jpg... ✅ Done.
Processing [881/3027] photo_1.jpg... ✅ Done.
Processing [882/3027] photo_2.jpg... ✅ Done.
Processing [883/3027] photo_3.jpg... ✅ Done.
Processing [884/3027] photo_4.jpg... ✅ Done.
Processing [885/3027] photo_5.jpg... ✅ Done.
Processing [886/3027] photo_6.jpg... ✅ Done.
Processing [887/3027] photo_1.jpg... ✅ Done.
Processing [888/3027] photo_2.jpg... ✅ Done.
Processing [889/3027] photo_3.jpg... ✅ Done.
Processing [890/3027] photo_4.jpg... ✅ Done.
Processing [891/3027] photo_5.jpg... ✅ Done.
Processing [892/3027] photo_6.jpg... ✅ Done.
Processing [893/3027] photo_7.jpg... ✅ Done.
Processing [894/3027] photo_8.jpg... ✅ Done.
Processing [895/3027] photo_9.jpg... ✅ Done.
Processing [896/3027] photo_1.jpg... ✅ Done.
Processing [897/3027] photo_2.jpg... ✅ Done.
Processing [898/3027] photo_3.jpg... ✅ Done.
Processing [899/3027] photo_4.jpg... ✅ Done.
Processing [900/3027] photo_1.jpg... ✅ Done.
Processing [901/3027] photo_2.jpg... ✅ Done.
Processing [902/3027] photo_3.jpg... ✅ Done.
Processing [903/3027] photo_4.jpg... ✅ Done.
Processing [904/3027] photo_5.jpg... ✅ Done.
Processing [905/3027] photo_1.PNG... ✅ Done.
Processing [906/3027] photo_1.PNG... ✅ Done.
Processing [907/3027] photo_1.jpg... ✅ Done.
Processing [908/3027] photo_2.jpg... ✅ Done.
Processing [909/3027] photo_1.jpg... ✅ Done.
Processing [910/3027] photo_10.JPG... ✅ Done.
Processing [911/3027] photo_11.jpg... ✅ Done.
Processing [912/3027] photo_2.JPG... ✅ Done.
Processing [913/3027] photo_3.jpg... ✅ Done.
Processing [914/3027] photo_4.jpg... ✅ Done.
Processing [915/3027] photo_5.jpg... ✅ Done.
Processing [916/3027] photo_6.jpg... ✅ Done.
Processing [917/3027] photo_7.jpg... ✅ Done.
Processing [918/3027] photo_8.JPG... ✅ Done.
Processing [919/3027] photo_9.JPG... ✅ Done.
Processing [920/3027] photo_1.JPG... ✅ Done.
Processing [921/3027] photo_2.JPG... ✅ Done.
Processing [922/3027] photo_3.JPG... ✅ Done.
Processing [923/3027] photo_4.JPG... ✅ Done.
Processing [924/3027] photo_5.JPG... ✅ Done.
Processing [925/3027] photo_1.PNG... ✅ Done.
Processing [926/3027] photo_1.jpg... ✅ Done.
Processing [927/3027] photo_2.jpg... ✅ Done.
Processing [928/3027] photo_1.jpg... ✅ Done.
Processing [929/3027] photo_2.jpg... ✅ Done.
Processing [930/3027] photo_3.jpg... ✅ Done.
Processing [931/3027] photo_4.jpg... ✅ Done.
Processing [932/3027] photo_1.png... ✅ Done.
Processing [933/3027] photo_1.PNG... ✅ Done.
Processing [934/3027] photo_1.JPG... ✅ Done.
Processing [935/3027] photo_2.JPG... ✅ Done.
Processing [936/3027] photo_3.JPG... ✅ Done.
Processing [937/3027] photo_4.JPG... ✅ Done.
Processing [938/3027] photo_1.PNG... ✅ Done.
Processing [939/3027] photo_1.JPG... ✅ Done.
Processing [940/3027] photo_2.JPG... ✅ Done.
Processing [941/3027] photo_3.JPG... ✅ Done.
Processing [942/3027] photo_4.jpg... ✅ Done.
Processing [943/3027] photo_1.PNG... ✅ Done.
Processing [944/3027] photo_1.jpg... ✅ Done.
Processing [945/3027] photo_2.jpg... ✅ Done.
Processing [946/3027] photo_3.jpg... ✅ Done.
Processing [947/3027] photo_1.jpg... ✅ Done.
Processing [948/3027] photo_2.jpg... ✅ Done.
Processing [949/3027] photo_1.PNG... ✅ Done.
Processing [950/3027] photo_1.PNG... ✅ Done.
Processing [951/3027] photo_1.JPG... ✅ Done.
Processing [952/3027] photo_1.PNG... ✅ Done.
Processing [953/3027] photo_1.jpg... ✅ Done.
Processing [954/3027] photo_1.PNG... ✅ Done.
Processing [955/3027] photo_1.PNG... ✅ Done.
Processing [956/3027] photo_1.PNG... ✅ Done.
Processing [957/3027] photo_1.PNG... ✅ Done.
Processing [958/3027] photo_1.jpg... ✅ Done.
Processing [959/3027] photo_1.jpg... ✅ Done.
Processing [960/3027] photo_2.jpg... ✅ Done.
Processing [961/3027] photo_3.jpg... ✅ Done.
Processing [962/3027] photo_1.PNG... ✅ Done.
Processing [963/3027] photo_1.PNG... ✅ Done.
Processing [964/3027] photo_1.jpg... ✅ Done.
Processing [965/3027] photo_2.jpg... ✅ Done.
Processing [966/3027] photo_1.PNG... ✅ Done.
Processing [967/3027] photo_1.png... ✅ Done.
Processing [968/3027] photo_1.PNG... ✅ Done.
Processing [969/3027] photo_1.jpg... ✅ Done.
Processing [970/3027] photo_1.JPG... ✅ Done.
Processing [971/3027] photo_2.JPG... ✅ Done.
Processing [972/3027] photo_3.JPG... ✅ Done.
Processing [973/3027] photo_4.JPG... ✅ Done.
Processing [974/3027] photo_1.jpg... ✅ Done.
Processing [975/3027] photo_2.jpg... ✅ Done.
Processing [976/3027] photo_3.jpg... ✅ Done.
Processing [977/3027] photo_4.jpg... ✅ Done.
Processing [978/3027] photo_5.jpg... ✅ Done.
Processing [979/3027] photo_6.jpg... ✅ Done.
Processing [980/3027] photo_7.jpg... ✅ Done.
Processing [981/3027] photo_1.jpg... ✅ Done.
Processing [982/3027] photo_2.jpg... ✅ Done.
Processing [983/3027] photo_3.jpg... ✅ Done.
Processing [984/3027] photo_4.jpg... ✅ Done.
Processing [985/3027] photo_5.jpg... ✅ Done.
Processing [986/3027] photo_6.jpg... ✅ Done.
Processing [987/3027] photo_1.PNG... ✅ Done.
Processing [988/3027] photo_1.png... ✅ Done.
Processing [989/3027] photo_2.JPG... ✅ Done.
Processing [990/3027] photo_1.PNG... ✅ Done.
Processing [991/3027] photo_1.PNG... ✅ Done.
Processing [992/3027] photo_1.PNG... ✅ Done.
Processing [993/3027] photo_1.jpg... ✅ Done.
Processing [994/3027] photo_10.jpg... ✅ Done.
Processing [995/3027] photo_11.jpg... ✅ Done.
Processing [996/3027] photo_12.jpg... ✅ Done.
Processing [997/3027] photo_2.jpg... ✅ Done.
Processing [998/3027] photo_3.jpg... ✅ Done.
Processing [999/3027] photo_4.jpg... ✅ Done.
Processing [1000/3027] photo_5.jpg... ✅ Done.
Processing [1001/3027] photo_6.jpg... ✅ Done.
Processing [1002/3027] photo_7.jpg... ✅ Done.
Processing [1003/3027] photo_8.jpg... ✅ Done.
Processing [1004/3027] photo_9.jpg... ✅ Done.
Processing [1005/3027] photo_1.JPG... ✅ Done.
Processing [1006/3027] photo_2.JPG... ✅ Done.
Processing [1007/3027] photo_3.JPG... ✅ Done.
Processing [1008/3027] photo_4.JPG... ✅ Done.
Processing [1009/3027] photo_5.JPG... ✅ Done.
Processing [1010/3027] photo_1.jpg... ✅ Done.
Processing [1011/3027] photo_10.jpg... ✅ Done.
Processing [1012/3027] photo_2.jpg... ✅ Done.
Processing [1013/3027] photo_3.jpg... ✅ Done.
Processing [1014/3027] photo_4.jpg... ✅ Done.
Processing [1015/3027] photo_5.jpg... ✅ Done.
Processing [1016/3027] photo_6.jpg... ✅ Done.
Processing [1017/3027] photo_7.jpg... ✅ Done.
Processing [1018/3027] photo_8.jpg... ✅ Done.
Processing [1019/3027] photo_9.jpg... ✅ Done.
Processing [1020/3027] photo_1.PNG... ✅ Done.
Processing [1021/3027] photo_1.PNG... ✅ Done.
Processing [1022/3027] photo_1.JPG... ✅ Done.
Processing [1023/3027] photo_1.jpg... ✅ Done.
Processing [1024/3027] photo_2.jpg... ✅ Done.
Processing [1025/3027] photo_3.jpg... ✅ Done.
Processing [1026/3027] photo_4.jpg... ✅ Done.
Processing [1027/3027] photo_1.PNG... ✅ Done.
Processing [1028/3027] photo_1.jpg... ✅ Done.
Processing [1029/3027] photo_1.jpg... ✅ Done.
Processing [1030/3027] photo_1.jpg... ✅ Done.
Processing [1031/3027] photo_1.PNG... ✅ Done.
Processing [1032/3027] photo_1.JPG... ✅ Done.
Processing [1033/3027] photo_2.JPG... ✅ Done.
Processing [1034/3027] photo_3.JPG... ✅ Done.
Processing [1035/3027] photo_4.JPG... ✅ Done.
Processing [1036/3027] photo_5.JPG... ✅ Done.
Processing [1037/3027] photo_6.JPG... ✅ Done.
Processing [1038/3027] photo_1.jpg... ✅ Done.
Processing [1039/3027] photo_2.jpg... ✅ Done.
Processing [1040/3027] photo_3.jpg... ✅ Done.
Processing [1041/3027] photo_1.jpg... ✅ Done.
Processing [1042/3027] photo_2.jpg... ✅ Done.
Processing [1043/3027] photo_3.jpg... ✅ Done.
Processing [1044/3027] photo_1.PNG... ✅ Done.
Processing [1045/3027] photo_1.PNG... ✅ Done.
Processing [1046/3027] photo_1.PNG... ✅ Done.
Processing [1047/3027] photo_1.PNG... ✅ Done.
Processing [1048/3027] photo_1.PNG... ✅ Done.
Processing [1049/3027] photo_1.PNG... ✅ Done.
Processing [1050/3027] photo_1.PNG... ✅ Done.
Processing [1051/3027] photo_1.jpg... ✅ Done.
Processing [1052/3027] photo_2.jpg... ✅ Done.
Processing [1053/3027] photo_3.jpg... ✅ Done.
Processing [1054/3027] photo_4.jpg... ✅ Done.
Processing [1055/3027] photo_1.PNG... ✅ Done.
Processing [1056/3027] photo_1.PNG... ✅ Done.
Processing [1057/3027] photo_1.PNG... ✅ Done.
Processing [1058/3027] photo_1.jpg... ✅ Done.
Processing [1059/3027] photo_2.jpg... ✅ Done.
Processing [1060/3027] photo_3.jpg... ✅ Done.
Processing [1061/3027] photo_4.jpg... ✅ Done.
Processing [1062/3027] photo_5.jpg... ✅ Done.
Processing [1063/3027] photo_6.jpg... ✅ Done.
Processing [1064/3027] photo_1.jpg... ✅ Done.
